,Entity,Frequency,overall_polarity
2228,xcm,2,Negative
2229,flinn,2,Negative
2230,fire,2,Negative
2231,cadth,2,Negative
2232,firm,2,Negative
2233,tumor,2,Negative
2234,medica,2,Negative
2235,administra,2,Negative
2236,mediat,2,Negative
2237,fl,2,Negative
2238,tumori,2,Negative
2239,seattlecca,2,Negative
2240,seala,2,Negative
2241,sea,2,Negative
2242,attack,2,Negative
2243,screen,2,Negative
2244,buyout,2,Negative
2245,flop,2,Negative
2246,fludarabin,2,Negative
2247,scrambl,2,Negative
2248,atop,2,Negative
2249,atezolizumab,2,Negative
2250,oncologynurs,2,Negative
2251,scoopit,2,Negative
2252,uclahealth,2,Negative
2253,byjongardn,2,Negative
2254,scitechdaili,2,Negative
2255,xcopri,2,Negative
2256,former,2,Negative
2257,sciencelink,2,Negative
2258,pertenec,2,Negative
2259,calquencereu,2,Negative
2260,ello,2,Negative
2261,monitor,2,Negative
2262,bad,2,Negative
2263,money,2,Negative
2264,monday,2,Negative
2265,einstufung,2,Negative
2266,cardioonc,2,Negative
2267,momento,2,Negative
2268,smartnew,2,Negative
2269,smalllymphocyticlymphoma,2,Negative
2270,molecul,2,Negative
2271,booth,2,Negative
2272,eli,2,Negative
2273,elig,2,Negative
2274,peak,2,Negative
2275,pearl,2,Negative
2276,mohfwindia,2,Negative
2277,bosutinib,2,Negative
2278,sich,2,Negative
2279,moffittnew,2,Negative
2280,captur,2,Negative
2281,oder,2,Negative
2282,empfohlen,2,Negative
2283,empieza,2,Negative
2284,moder,2,Negative
2285,young,2,Negative
2286,cannot,2,Negative
2287,skill,2,Negative
2288,candid,2,Negative
2289,mo,2,Negative
2290,cancertrialsi,2,Negative
2291,ehahematolog,2,Negative
2292,eg,2,Negative
2293,pend,2,Negative
2294,monoclon,2,Negative
2295,sonular,2,Negative
2296,dun,2,Negative
2297,durant,2,Negative
2298,dx,2,Negative
2299,catalyst,2,Negative
2300,op,2,Negative
2301,ea,2,Negative
2302,pay,2,Negative
2303,sometim,2,Negative
2304,obtm,2,Negative
2305,vacuna,2,Negative
2306,earlier,2,Negative
2307,ecm,2,Negative
2308,solut,2,Negative
2309,ont,2,Negative
2310,solid,2,Negative
2311,och,2,Negative
2312,bone,2,Negative
2313,educ,2,Negative
2314,ee,2,Negative
2315,een,2,Negative
2316,eeuu,2,Negative
2317,ef,2,Negative
2318,valu,2,Negative
2319,trattati,2,Negative
2320,softwar,2,Negative
2321,baklk,2,Negative
2322,valuabl,2,Negative
2323,monocyt,2,Negative
2324,penc,2,Negative
2325,otherwis,2,Negative
2326,erictopol,2,Negative
2327,especialment,2,Negative
2328,sintomi,2,Negative
2329,singlearm,2,Negative
2330,offenen,2,Negative
2331,person,2,Negative
2332,minim,2,Negative
2333,equiti,2,Negative
2334,esser,2,Negative
2335,er,2,Negative
2336,sistemind,2,Negative
2337,especi,2,Negative
2338,canadian,2,Negative
2339,miglioramento,2,Negative
2340,simultan,2,Negative
2341,signal,2,Negative
2342,erlotinib,2,Negative
2343,pero,2,Negative
2344,enzym,2,Negative
2345,michaeloverman,2,Negative
2346,estadosunido,2,Negative
2347,acertapharma,2,Negative
2348,cancerresearch,2,Negative
2349,engipm,2,Negative
2350,sjuka,2,Negative
2351,cancerdata,2,Negative
2352,sickest,2,Negative
2353,came,2,Negative
2354,cambridgeshir,2,Negative
2355,entwickelt,2,Negative
2356,venc,2,Negative
2357,persona,2,Negative
2358,openaccess,1,Negative
2359,pretrattati,1,Negative
2360,orang,1,Negative
2361,zwei,1,Negative
2362,preoper,1,Negative
2363,oncoematologia,1,Negative
2364,or,1,Negative
2365,zydu,1,Negative
2366,wirksamkeit,1,Negative
2367,zu,1,Negative
2368,orallyus,1,Negative
2369,opdivo,1,Negative
2370,ontx,1,Negative
2371,onscjon,1,Negative
2372,wird,1,Negative
2373,pretreat,1,Negative
2374,onder,1,Negative
2375,ook,1,Negative
2376,opcin,1,Negative
2377,preuv,1,Negative
2378,zugeteilt,1,Negative
2379,opzion,1,Negative
2380,wirkstoff,1,Negative
2381,oncologi,1,Negative
2382,premium,1,Negative
2383,oncologistshematologist,1,Negative
2384,zowel,1,Negative
2385,primera,1,Negative
2386,previo,1,Negative
2387,pressmeddeland,1,Negative
2388,previament,1,Negative
2389,presentato,1,Negative
2390,presidenti,1,Negative
2391,zum,1,Negative
2392,presentado,1,Negative
2393,presenc,1,Negative
2394,presentacin,1,Negative
2395,zingerol,1,Negative
2396,preview,1,Negative
2397,onkoloji,1,Negative
2398,pride,1,Negative
2399,oncolyt,1,Negative
2400,oneoncolog,1,Negative
2401,withdrawn,1,Negative
2402,zuma,1,Negative
2403,optimist,1,Negative
2404,price,1,Negative
2405,wit,1,Negative
2406,zmanjalo,1,Negative
2407,oncoreport,1,Negative
2408,presentaron,1,Negative
2409,zoonosi,1,Negative
2410,wise,1,Negative
2411,onemocnn,1,Negative
2412,onconew,1,Negative
2413,os,1,Negative
2414,previou,1,Negative
2415,ortaya,1,Negative
2416,ortakl,1,Negative
2417,primarili,1,Negative
2418,oncologypharmacist,1,Negative
2419,orelabrutinib,1,Negative
2420,orient,1,Negative
2421,opinin,1,Negative
2422,zone,1,Negative
2423,photo,1,Negative
2424,witzig,1,Negative
2425,pembrolizumabacalabrutinib,1,Negative
2426,pennmedicin,1,Negative
2427,penros,1,Negative
2428,penrosest,1,Negative
2429,pensar,1,Negative
2430,pleasur,1,Negative
2431,yosoyjabali,1,Negative
2432,pepsi,1,Negative
2433,wrote,1,Negative
2434,perc,1,Negative
2435,percept,1,Negative
2436,plcg,1,Negative
2437,peror,1,Negative
2438,perspect,1,Negative
2439,plazo,1,Negative
2440,player,1,Negative
2441,wsupport,1,Negative
2442,pet,1,Negative
2443,petct,1,Negative
2444,peterodonnel,1,Negative
2445,plough,1,Negative
2446,wrong,1,Negative
2447,pharm,1,Negative
2448,pelotonia,1,Negative
2449,paulreiddublin,1,Negative
2450,pave,1,Negative
2451,pokazalo,1,Negative
2452,payday,1,Negative
2453,poinj,1,Negative
2454,paywal,1,Negative
2455,pazgpolledo,1,Negative
2456,younger,1,Negative
2457,poi,1,Negative
2458,wprogress,1,Negative
2459,podria,1,Negative
2460,podcast,1,Negative
2461,pcnsl,1,Negative
2462,pct,1,Negative
2463,pdel,1,Negative
2464,write,1,Negative
2465,pmbcl,1,Negative
2466,peerreview,1,Negative
2467,pekar,1,Negative
2468,pfizer,1,Negative
2469,yearend,1,Negative
2470,otorga,1,Negative
2471,xer,1,Negative
2472,phaseiidaten,1,Negative
2473,pinillaibarz,1,Negative
2474,phaseiii,1,Negative
2475,phasetri,1,Negative
2476,pilot,1,Negative
2477,pilipina,1,Negative
2478,pik,1,Negative
2479,phenomen,1,Negative
2480,pig,1,Negative
2481,piec,1,Negative
2482,phenomenon,1,Negative
2483,phenotyp,1,Negative
2484,phii,1,Negative
2485,phiii,1,Negative
2486,phiiiii,1,Negative
2487,wvci,1,Negative
2488,phillip,1,Negative
2489,phillyvoic,1,Negative
2490,phramatim,1,Negative
2491,pioneer,1,Negative
2492,pirtobrutinib,1,Negative
2493,pharmacist,1,Negative
2494,pharmpracnew,1,Negative
2495,wurden,1,Negative
2496,platinrefraktrem,1,Negative
2497,platform,1,Negative
2498,pharmacoeconom,1,Negative
2499,pharmacokinet,1,Negative
2500,pharmacolog,1,Negative
2501,plasmaactemratocilizumabcalqu,1,Negative
2502,pharmacyandpharmacolog,1,Negative
2503,pharmacycl,1,Negative
2504,pharmafil,1,Negative
2505,pharmaforecast,1,Negative
2506,pharmaindustrynew,1,Negative
2507,yeah,1,Negative
2508,planet,1,Negative
2509,pharmatechfocu,1,Negative
2510,yahoo,1,Negative
2511,pharmazi,1,Negative
2512,wuxi,1,Negative
2513,pharmiwebnew,1,Negative
2514,paulmcauliff,1,Negative
2515,paul,1,Negative
2516,pomembno,1,Negative
2517,ziekenhui,1,Negative
2518,overli,1,Negative
2519,prcdemment,1,Negative
2520,owe,1,Negative
2521,prca,1,Negative
2522,zero,1,Negative
2523,zentral,1,Negative
2524,oxid,1,Negative
2525,zent,1,Negative
2526,zenicavedskobritanska,1,Negative
2527,oxygn,1,Negative
2528,pozit,1,Negative
2529,powder,1,Negative
2530,pablofuent,1,Negative
2531,pacientov,1,Negative
2532,wont,1,Negative
2533,wordt,1,Negative
2534,pourrait,1,Negative
2535,worldheathorgan,1,Negative
2536,potrebo,1,Negative
2537,overheden,1,Negative
2538,overcom,1,Negative
2539,pomoh,1,Negative
2540,preced,1,Negative
2541,ottenuto,1,Negative
2542,premir,1,Negative
2543,ouhospit,1,Negative
2544,ounda,1,Negative
2545,prefix,1,Negative
2546,outdat,1,Negative
2547,wmsm,1,Negative
2548,prednisolon,1,Negative
2549,wmukinfo,1,Negative
2550,outlin,1,Negative
2551,outlook,1,Negative
2552,outsid,1,Negative
2553,zijn,1,Negative
2554,precisa,1,Negative
2555,outstand,1,Negative
2556,outta,1,Negative
2557,ovaj,1,Negative
2558,ovarian,1,Negative
2559,wobinutuzumab,1,Negative
2560,zdravljenju,1,Negative
2561,paggamit,1,Negative
2562,potienti,1,Negative
2563,pais,1,Negative
2564,posthoc,1,Negative
2565,partageon,1,Negative
2566,partialonset,1,Negative
2567,pase,1,Negative
2568,positivo,1,Negative
2569,posicionamiento,1,Negative
2570,pasyent,1,Negative
2571,portfolioinclud,1,Negative
2572,patent,1,Negative
2573,pathogenesi,1,Negative
2574,porqu,1,Negative
2575,porg,1,Negative
2576,pathophi,1,Negative
2577,patientpow,1,Negative
2578,popolazion,1,Negative
2579,patientsbusi,1,Negative
2580,patientsthos,1,Negative
2581,patologia,1,Negative
2582,pattern,1,Negative
2583,yrsveri,1,Negative
2584,z,1,Negative
2585,paroxysm,1,Negative
2586,zanabrutinib,1,Negative
2587,pakistan,1,Negative
2588,panam,1,Negative
2589,panbtkflt,1,Negative
2590,pancreaticcanc,1,Negative
2591,panda,1,Negative
2592,zanubritinib,1,Negative
2593,worldnewsintweet,1,Negative
2594,pantalla,1,Negative
2595,pap,1,Negative
2596,parodi,1,Negative
2597,phone,1,Negative
2598,zacharybrennan,1,Negative
2599,potansiyel,1,Negative
2600,paradigm,1,Negative
2601,paradigmshift,1,Negative
2602,parec,1,Negative
2603,parer,1,Negative
2604,postplatinum,1,Negative
2605,prioriti,1,Negative
2606,tyrosinekinas,1,Negative
2607,prise,1,Negative
2608,sukl,1,Negative
2609,studyref,1,Negative
2610,stycken,1,Negative
2611,usag,1,Negative
2612,sua,1,Negative
2613,sub,1,Negative
2614,subgroup,1,Negative
2615,subiecti,1,Negative
2616,usacest,1,Negative
2617,subjectsnct,1,Negative
2618,submiss,1,Negative
2619,subramanian,1,Negative
2620,substan,1,Negative
2621,substanti,1,Negative
2622,subtyp,1,Negative
2623,suffer,1,Negative
2624,suffix,1,Negative
2625,sugieren,1,Negative
2626,sui,1,Negative
2627,suit,1,Negative
2628,studier,1,Negative
2629,usbn,1,Negative
2630,strre,1,Negative
2631,steve,1,Negative
2632,startar,1,Negative
2633,statin,1,Negative
2634,statnew,1,Negative
2635,statussubtyp,1,Negative
2636,utilizado,1,Negative
2637,statutori,1,Negative
2638,steep,1,Negative
2639,stephanieleemd,1,Negative
2640,stevenshanu,1,Negative
2641,stroke,1,Negative
2642,stockmarketnew,1,Negative
2643,ston,1,Negative
2644,stop,1,Negative
2645,stora,1,Negative
2646,usoncolog,1,Negative
2647,stratejisi,1,Negative
2648,streami,1,Negative
2649,user,1,Negative
2650,uroupd,1,Negative
2651,sullutilizzo,1,Negative
2652,stand,1,Negative
2653,suma,1,Negative
2654,suzbijanj,1,Negative
2655,svb,1,Negative
2656,svmed,1,Negative
2657,svpol,1,Negative
2658,svra,1,Negative
2659,swbhpharmaci,1,Negative
2660,swbhrandd,1,Negative
2661,swim,1,Negative
2662,switch,1,Negative
2663,uplcmsm,1,Negative
2664,switzerland,1,Negative
2665,swog,1,Negative
2666,syk,1,Negative
2667,syke,1,Negative
2668,synthesi,1,Negative
2669,tackl,1,Negative
2670,tagesschau,1,Negative
2671,takeaway,1,Negative
2672,taken,1,Negative
2673,uporablja,1,Negative
2674,uppger,1,Negative
2675,suspens,1,Negative
2676,supercalafragilisticwhen,1,Negative
2677,summar,1,Negative
2678,urotoday,1,Negative
2679,summit,1,Negative
2680,urothelkarzinom,1,Negative
2681,urothelialcarcinoma,1,Negative
2682,sundayread,1,Negative
2683,sunni,1,Negative
2684,superbalitasahapon,1,Negative
2685,superspeci,1,Negative
2686,uppntt,1,Negative
2687,superstar,1,Negative
2688,suplementario,1,Negative
2689,supongo,1,Negative
2690,supp,1,Negative
2691,upsid,1,Negative
2692,surfac,1,Negative
2693,surprisingli,1,Negative
2694,surrog,1,Negative
2695,stare,1,Negative
2696,staff,1,Negative
2697,sig,1,Negative
2698,vanesalop,1,Negative
2699,ska,1,Negative
2700,skal,1,Negative
2701,skapar,1,Negative
2702,vascepa,1,Negative
2703,skarbnik,1,Negative
2704,skew,1,Negative
2705,skriver,1,Negative
2706,vardani,1,Negative
2707,sky,1,Negative
2708,skyrizi,1,Negative
2709,slate,1,Negative
2710,sle,1,Negative
2711,slectif,1,Negative
2712,slida,1,Negative
2713,slightli,1,Negative
2714,vard,1,Negative
2715,sllcategori,1,Negative
2716,slp,1,Negative
2717,vara,1,Negative
2718,vbanerji,1,Negative
2719,sk,1,Negative
2720,sjukdomen,1,Negative
2721,sing,1,Negative
2722,significativi,1,Negative
2723,signo,1,Negative
2724,sigo,1,Negative
2725,simpl,1,Negative
2726,simpli,1,Negative
2727,vedettesllega,1,Negative
2728,sinc,1,Negative
2729,sind,1,Negative
2730,singapor,1,Negative
2731,sizeabl,1,Negative
2732,vece,1,Negative
2733,vder,1,Negative
2734,sistema,1,Negative
2735,sitokin,1,Negative
2736,situacin,1,Negative
2737,situat,1,Negative
2738,siv,1,Negative
2739,six,1,Negative
2740,slurri,1,Negative
2741,sminaev,1,Negative
2742,srl,1,Negative
2743,smrtnosti,1,Negative
2744,southamptonctu,1,Negative
2745,sovaldi,1,Negative
2746,sowi,1,Negative
2747,sown,1,Negative
2748,spark,1,Negative
2749,specialist,1,Negative
2750,spectaculair,1,Negative
2751,spectacular,1,Negative
2752,speedi,1,Negative
2753,spitta,1,Negative
2754,spkalantri,1,Negative
2755,spl,1,Negative
2756,spm,1,Negative
2757,spoke,1,Negative
2758,uva,1,Negative
2759,spokesperson,1,Negative
2760,spot,1,Negative
2761,squar,1,Negative
2762,srascov,1,Negative
2763,southampton,1,Negative
2764,sou,1,Negative
2765,sooner,1,Negative
2766,soft,1,Negative
2767,valuon,1,Negative
2768,sntoma,1,Negative
2769,soar,1,Negative
2770,valuecr,1,Negative
2771,social,1,Negative
2772,sociedad,1,Negative
2773,valuebas,1,Negative
2774,societyofhemonc,1,Negative
2775,soir,1,Negative
2776,sont,1,Negative
2777,solidaridad,1,Negative
2778,solidaritytri,1,Negative
2779,solventwel,1,Negative
2780,vakalarnda,1,Negative
2781,somewher,1,Negative
2782,sondakika,1,Negative
2783,sono,1,Negative
2784,sonraki,1,Negative
2785,tako,1,Negative
2786,tal,1,Negative
2787,updatewelcom,1,Negative
2788,trattar,1,Negative
2789,toxicolog,1,Negative
2790,tpmutat,1,Negative
2791,tracker,1,Negative
2792,traduc,1,Negative
2793,trail,1,Negative
2794,trait,1,Negative
2795,traiter,1,Negative
2796,translat,1,Negative
2797,transpar,1,Negative
2798,transplantelig,1,Negative
2799,trastuzumabd,1,Negative
2800,tratada,1,Negative
2801,tratado,1,Negative
2802,umich,1,Negative
2803,tratament,1,Negative
2804,tratamento,1,Negative
2805,umbralisib,1,Negative
2806,um,1,Negative
2807,tratta,1,Negative
2808,toxicidad,1,Negative
2809,uncertain,1,Negative
2810,tou,1,Negative
2811,uncontrol,1,Negative
2812,underli,1,Negative
2813,tocilzumab,1,Negative
2814,toda,1,Negative
2815,todayget,1,Negative
2816,todo,1,Negative
2817,tofacitinibjakafi,1,Negative
2818,uncov,1,Negative
2819,tolerabilitycalqu,1,Negative
2820,tolerado,1,Negative
2821,unchang,1,Negative
2822,tollerata,1,Negative
2823,tolr,1,Negative
2824,toma,1,Negative
2825,tomorrow,1,Negative
2826,tomowiak,1,Negative
2827,tool,1,Negative
2828,unclear,1,Negative
2829,toppick,1,Negative
2830,trattamenti,1,Negative
2831,ultim,1,Negative
2832,talkinghead,1,Negative
2833,ulteriori,1,Negative
2834,ugib,1,Negative
2835,tube,1,Negative
2836,tude,1,Negative
2837,uclajccc,1,Negative
2838,tuesdaynewsday,1,Negative
2839,tumour,1,Negative
2840,tunnel,1,Negative
2841,uci,1,Negative
2842,tussl,1,Negative
2843,tv,1,Negative
2844,tweetuk,1,Negative
2845,twittersmash,1,Negative
2846,twittersupport,1,Negative
2847,twopart,1,Negative
2848,txico,1,Negative
2849,tycel,1,Negative
2850,tydligar,1,Negative
2851,tyrosinekinaseinhibitor,1,Negative
2852,typic,1,Negative
2853,truste,1,Negative
2854,trust,1,Negative
2855,truli,1,Negative
2856,triall,1,Negative
2857,ukhashtag,1,Negative
2858,treatmentforchroniclymphocyticleukaemia,1,Negative
2859,treatmentforcl,1,Negative
2860,treiber,1,Negative
2861,tremend,1,Negative
2862,ujjani,1,Negative
2863,trialbas,1,Negative
2864,uicc,1,Negative
2865,trialselevatetn,1,Negative
2866,troubl,1,Negative
2867,tricki,1,Negative
2868,trigger,1,Negative
2869,trip,1,Negative
2870,tripartit,1,Negative
2871,tripl,1,Negative
2872,uhsft,1,Negative
2873,tristecon,1,Negative
2874,trombocitopenia,1,Negative
2875,undersecretari,1,Negative
2876,toca,1,Negative
2877,tnxp,1,Negative
2878,tnf,1,Negative
2879,tempesta,1,Negative
2880,unvertrglichkeiten,1,Negative
2881,tempt,1,Negative
2882,tend,1,Negative
2883,tendenciastech,1,Negative
2884,tension,1,Negative
2885,terapeutica,1,Negative
2886,teraputica,1,Negative
2887,teraputico,1,Negative
2888,testen,1,Negative
2889,testet,1,Negative
2890,testi,1,Negative
2891,testiranj,1,Negative
2892,texasnursesassn,1,Negative
2893,text,1,Negative
2894,tgagovau,1,Negative
2895,tgtherapeut,1,Negative
2896,thebarislowforfdaapprov,1,Negative
2897,unter,1,Negative
2898,tem,1,Negative
2899,telah,1,Negative
2900,tedavisi,1,Negative
2901,tasso,1,Negative
2902,tamamlayc,1,Negative
2903,tambin,1,Negative
2904,tanto,1,Negative
2905,tapto,1,Negative
2906,tarafndan,1,Negative
2907,updaterecruit,1,Negative
2908,updatecongratul,1,Negative
2909,tasarland,1,Negative
2910,tast,1,Negative
2911,tedavi,1,Negative
2912,upbtkacalabrutinibcllsl,1,Negative
2913,tctm,1,Negative
2914,te,1,Negative
2915,tea,1,Negative
2916,upbtkacalabrutinibcl,1,Negative
2917,teamhaem,1,Negative
2918,technolog,1,Negative
2919,tecnologa,1,Negative
2920,thelancethaematolog,1,Negative
2921,thelper,1,Negative
2922,unselect,1,Negative
2923,tiempo,1,Negative
2924,thorough,1,Negative
2925,thrapi,1,Negative
2926,thread,1,Negative
2927,thrombocytopenia,1,Negative
2928,thromboinflamm,1,Negative
2929,throughout,1,Negative
2930,thrown,1,Negative
2931,thwart,1,Negative
2932,tienen,1,Negative
2933,tho,1,Negative
2934,undisrupt,1,Negative
2935,timed,1,Negative
2936,timelin,1,Negative
2937,tinib,1,Negative
2938,tipova,1,Negative
2939,tirosinkinasi,1,Negative
2940,underway,1,Negative
2941,tncll,1,Negative
2942,thoma,1,Negative
2943,thisweek,1,Negative
2944,unregist,1,Negative
2945,unless,1,Negative
2946,theprint,1,Negative
2947,theprintexclus,1,Negative
2948,theprinthealth,1,Negative
2949,unlik,1,Negative
2950,therapien,1,Negative
2951,therapieschema,1,Negative
2952,there,1,Negative
2953,theurer,1,Negative
2954,thewho,1,Negative
2955,thisismoney,1,Negative
2956,univari,1,Negative
2957,theyr,1,Negative
2958,theyv,1,Negative
2959,thi,1,Negative
2960,thinkposit,1,Negative
2961,thinktrad,1,Negative
2962,uninteressant,1,Negative
2963,third,1,Negative
2964,vega,1,Negative
2965,sienn,1,Negative
2966,prliminair,1,Negative
2967,regula,1,Negative
2968,recidivanterefractario,1,Negative
2969,recient,1,Negative
2970,reciev,1,Negative
2971,recin,1,Negative
2972,recomendacin,1,Negative
2973,recov,1,Negative
2974,recupera,1,Negative
2975,red,1,Negative
2976,reduccin,1,Negative
2977,weekli,1,Negative
2978,reed,1,Negative
2979,referencia,1,Negative
2980,referent,1,Negative
2981,wednesdaywisdom,1,Negative
2982,reg,1,Negative
2983,regacarlo,1,Negative
2984,websit,1,Negative
2985,registr,1,Negative
2986,weak,1,Negative
2987,recidiefrefractair,1,Negative
2988,recheckhealth,1,Negative
2989,wellicht,1,Negative
2990,reactivacin,1,Negative
2991,rash,1,Negative
2992,rather,1,Negative
2993,western,1,Negative
2994,rbendamustin,1,Negative
2995,wesentlich,1,Negative
2996,rchopacalabrutinib,1,Negative
2997,rchoprdhap,1,Negative
2998,reaction,1,Negative
2999,readaptar,1,Negative
3000,welovetrump,1,Negative
3001,reaktionen,1,Negative
3002,realcellsmatt,1,Negative
3003,realiz,1,Negative
3004,wermuthfil,1,Negative
3005,realtim,1,Negative
3006,realword,1,Negative
3007,reapertura,1,Negative
3008,recada,1,Negative
3009,regn,1,Negative
3010,wcmmeyercanc,1,Negative
3011,rarecanc,1,Negative
3012,wcc,1,Negative
3013,replic,1,Negative
3014,wale,1,Negative
3015,reportedli,1,Negative
3016,repost,1,Negative
3017,representa,1,Negative
3018,republicantrump,1,Negative
3019,waldentrm,1,Negative
3020,repurposedm,1,Negative
3021,request,1,Negative
3022,requirieron,1,Negative
3023,rescu,1,Negative
3024,researcha,1,Negative
3025,researchanddevelop,1,Negative
3026,researchhighlight,1,Negative
3027,resign,1,Negative
3028,resnim,1,Negative
3029,wacala,1,Negative
3030,respalda,1,Negative
3031,respaldo,1,Negative
3032,replacingampnbspcalqu,1,Negative
3033,rendesivir,1,Negative
3034,rendendolo,1,Negative
3035,reliev,1,Negative
3036,wayn,1,Negative
3037,relacionado,1,Negative
3038,water,1,Negative
3039,relansar,1,Negative
3040,wast,1,Negative
3041,wasnt,1,Negative
3042,relev,1,Negative
3043,washington,1,Negative
3044,waren,1,Negative
3045,walk,1,Negative
3046,rema,1,Negative
3047,remark,1,Negative
3048,remd,1,Negative
3049,remedio,1,Negative
3050,rememb,1,Negative
3051,remodla,1,Negative
3052,walter,1,Negative
3053,remotework,1,Negative
3054,rarediseas,1,Negative
3055,rapsorg,1,Negative
3056,sie,1,Negative
3057,prvning,1,Negative
3058,projetorbi,1,Negative
3059,prolungato,1,Negative
3060,promesa,1,Negative
3061,properli,1,Negative
3062,proponen,1,Negative
3063,proporcin,1,Negative
3064,prospectivo,1,Negative
3065,wife,1,Negative
3066,prostat,1,Negative
3067,protac,1,Negative
3068,proteinabtk,1,Negative
3069,proteolysi,1,Negative
3070,protiv,1,Negative
3071,prove,1,Negative
3072,proven,1,Negative
3073,wie,1,Negative
3074,provision,1,Negative
3075,provocada,1,Negative
3076,pruebanfrmaco,1,Negative
3077,proinflammatori,1,Negative
3078,progressionsfrei,1,Negative
3079,wikipedia,1,Negative
3080,winshipatemori,1,Negative
3081,pro,1,Negative
3082,probabl,1,Negative
3083,probar,1,Negative
3084,probiot,1,Negative
3085,probioticbas,1,Negative
3086,proceso,1,Negative
3087,produccin,1,Negative
3088,winway,1,Negative
3089,producto,1,Negative
3090,progressioneash,1,Negative
3091,prof,1,Negative
3092,profbigg,1,Negative
3093,profdrhisari,1,Negative
3094,professor,1,Negative
3095,profit,1,Negative
3096,wilsonwyndham,1,Negative
3097,wileynew,1,Negative
3098,wiley,1,Negative
3099,prvention,1,Negative
3100,przeciwko,1,Negative
3101,raoultcriticat,1,Negative
3102,wicpi,1,Negative
3103,qudateencasa,1,Negative
3104,qudateenradio,1,Negative
3105,whisper,1,Negative
3106,queso,1,Negative
3107,quil,1,Negative
3108,quimioinmunoterapia,1,Negative
3109,quun,1,Negative
3110,racial,1,Negative
3111,radiat,1,Negative
3112,rafferti,1,Negative
3113,raggiunto,1,Negative
3114,rai,1,Negative
3115,rais,1,Negative
3116,rajeshtop,1,Negative
3117,rampup,1,Negative
3118,randd,1,Negative
3119,randomisiert,1,Negative
3120,rang,1,Negative
3121,rank,1,Negative
3122,quaratinelif,1,Negative
3123,quarantin,1,Negative
3124,quanto,1,Negative
3125,pul,1,Negative
3126,pub,1,Negative
3127,pubblicato,1,Negative
3128,publica,1,Negative
3129,publicacin,1,Negative
3130,publichealth,1,Negative
3131,whosearo,1,Negative
3132,whop,1,Negative
3133,pufainduc,1,Negative
3134,pulmonalen,1,Negative
3135,qqq,1,Negative
3136,pulsebeatnew,1,Negative
3137,pune,1,Negative
3138,purifi,1,Negative
3139,pwmjohnson,1,Negative
3140,py,1,Negative
3141,whoeurop,1,Negative
3142,whitecoat,1,Negative
3143,qampaehavirtualpaolo,1,Negative
3144,respiratorio,1,Negative
3145,vsacala,1,Negative
3146,resynthesi,1,Negative
3147,selektif,1,Negative
3148,scl,1,Negative
3149,vid,1,Negative
3150,scottadamssay,1,Negative
3151,scrabbl,1,Negative
3152,scrap,1,Negative
3153,sec,1,Negative
3154,seccin,1,Negative
3155,secondair,1,Negative
3156,victim,1,Negative
3157,viabil,1,Negative
3158,secondo,1,Negative
3159,vi,1,Negative
3160,vertrglichkeit,1,Negative
3161,seema,1,Negative
3162,vers,1,Negative
3163,verreakt,1,Negative
3164,segunda,1,Negative
3165,seit,1,Negative
3166,seizur,1,Negative
3167,scientificevid,1,Negative
3168,scienceimmunologyjourn,1,Negative
3169,vidakhapatnam,1,Negative
3170,scene,1,Negative
3171,sanit,1,Negative
3172,sank,1,Negative
3173,sat,1,Negative
3174,saturdaythought,1,Negative
3175,savr,1,Negative
3176,viglyagrowth,1,Negative
3177,scale,1,Negative
3178,scare,1,Negative
3179,scheint,1,Negative
3180,sciec,1,Negative
3181,scheliga,1,Negative
3182,schema,1,Negative
3183,schere,1,Negative
3184,schmerz,1,Negative
3185,school,1,Negative
3186,schweren,1,Negative
3187,vidaysalud,1,Negative
3188,sci,1,Negative
3189,vernica,1,Negative
3190,verlngert,1,Negative
3191,reticisi,1,Negative
3192,verkar,1,Negative
3193,verfgbar,1,Negative
3194,verdragen,1,Negative
3195,shareahol,1,Negative
3196,ventur,1,Negative
3197,sheet,1,Negative
3198,ventilati,1,Negative
3199,shelter,1,Negative
3200,ventilacin,1,Negative
3201,shill,1,Negative
3202,shit,1,Negative
3203,shortli,1,Negative
3204,venettoclax,1,Negative
3205,shouldnt,1,Negative
3206,venetoclaxobinutuzumab,1,Negative
3207,venetoclaxobinatuzumab,1,Negative
3208,sian,1,Negative
3209,sickl,1,Negative
3210,sideeffect,1,Negative
3211,sido,1,Negative
3212,oncnursingnew,1,Negative
3213,shape,1,Negative
3214,shah,1,Negative
3215,sequenti,1,Negative
3216,verita,1,Negative
3217,semain,1,Negative
3218,sembl,1,Negative
3219,semn,1,Negative
3220,sen,1,Negative
3221,vergleichsstudi,1,Negative
3222,senast,1,Negative
3223,sequenc,1,Negative
3224,seren,1,Negative
3225,sfbn,1,Negative
3226,serio,1,Negative
3227,sert,1,Negative
3228,vergleich,1,Negative
3229,sessionresult,1,Negative
3230,seul,1,Negative
3231,seven,1,Negative
3232,severlyil,1,Negative
3233,sex,1,Negative
3234,sangunea,1,Negative
3235,samiran,1,Negative
3236,viiv,1,Negative
3237,salvara,1,Negative
3238,voltairex,1,Negative
3239,voltair,1,Negative
3240,vollstndigen,1,Negative
3241,vnetju,1,Negative
3242,ritonavir,1,Negative
3243,vnetj,1,Negative
3244,rituximabbiosimilar,1,Negative
3245,rivelati,1,Negative
3246,rkar,1,Negative
