,tweet_author,overall_polarity
1101482626127458305,Gestion agricole,Negative
1101482481549758464,Cork ARC Cancer Support House,Positive
1101482102019817475,Mike E マイケル😷🏳️‍🌈 #HR1 #ForThePeople,Negative
1101453303429373952,CCTG,Negative
1101451641843314688,Life Science Jobs,Negative
1101439195598340096,Beta-BlockerPapers,Negative
1101320639548395521,CryptoLiveLeak,Negative
1101298238559264768,lacey | vegas,Negative
1101290988079857665,Oncology Nursing News,Negative
1101280198471897088,MerMer Goodburn 🌈🇪🇺🩸,Negative
1101225632527208449,Patient Power,Negative
1101199651934486535,CLL Society Inc.,Negative
1101199516689039360,Shouting at people in my underpants,Negative
1101196615887605761,Literacy Works,Negative
1101186110728880128,Medivizor,Positive
1101185281808629761,JanssenUS,Negative
1101179017737068544,Michele Nadeem-Baker,Negative
1101173893354672131,Michele Nadeem-Baker,Negative
1101167627911774208,MDedge Hematology & Oncology,Negative
1101133933067026433,CARE™ Education,Negative
1101124897198231552,CLL Society Inc.,Negative
1101119903975772162,MedPage Oncology,Negative
1101119880856780801,AbbVie US,Negative
1101098661621067776,MedCrave Publishing,Negative
1101018634808410112,CLL Ireland,Negative
1101014140221603841,@AplusA_France,Negative
1101014134957764612,AplusA World,Negative
1100971500654481409,the paper link,Positive
1100956009718149120,PressRelease.cc,Negative
1100955257788616704,PressRelease.cc,Negative
1100914070369288193,the paper link,Negative
1100911336748445696,Medivizor,Negative
1100895088643883009,Oncology Times,Negative
1100885297875832833,Minerva Vila,Negative
1100861931144048640,Medicalnewser.com,Negative
1100825662192001024,Oncology Tube,Negative
1100810368212000773,ACS Journal Cancer,Negative
1100772621455671297,Patient Power,Negative
1100761849765740544,Medivizor,Negative
1100756954102882304,Michael Tomasson,Negative
1100748613506998272,Cancer Research Wales,Positive
1100747550980743173,Muiro Yatakama,Negative
1100746765769293824,Randy S. Benedict,Negative
1100744436282281984,Alfredo Ballesteros Ainsa,Negative
1100725496243924992,CLL-seq,Negative
1100697256213254145,Kaplan Medical,Negative
1100693295800504321,Medivizor,Negative
1100682209160245248,Medical Tribune,Negative
1100665506636447745,Syed Abutalib,Negative
1100665363036016640,"Raul Cordoba, MD, PhD",Negative
1100562451706363905,Joule Inc.,Negative
1100557235309162496,HealthCentral,Negative
1100545405820043264,Michele Nadeem-Baker,Negative
1100543059606028288,Michele Nadeem-Baker,Negative
1100470654623801344,Patient Power,Negative
1100428813085872128,JackieJacksonHolland,Negative
1100413655772889088,CLL Society Inc.,Negative
1100412761748561926,CLL Society Inc.,Negative
1100412161438826497,CLL Society Inc.,Negative
1100388159689555974,Blood Cancer UK Research,Negative
1100387509014577152,Mayo Clinic Cancer Center,Negative
1100383699462438914,Lucy Middleton,Positive
1100379981623058433,Patient Power,Negative
1100369962911305728,Kathleen D. Hoffman,Negative
1100368632645861377,PROvendis GmbH,Negative
1100351015990296577,Sophie Baczynski,Negative
1100168611027664896,Patient Power,Negative
1100150175501144064,"Steven Artandi, MD, PhD",Negative
1100109512072142848,Patient Power,Positive
1100075472564690946,Oncology Times,Negative
1100045641982586881,TrialBulletin,Positive
1100028413077868544,histopathology 🔬,Negative
1100008410077061120,Joe,Negative
1099988920111120384,MerMer Goodburn 🌈🇪🇺🩸,Negative
1099963603002839040,Sophie Baczynski,Negative
1099652487102021632,Bioevents - Sharing Biomed Knowledge,Positive
1099602354310184960,CLL Ireland,Negative
1099532889274961921,CLL Society Inc.,Negative
1099469719214718977,Xenia Schmidt,Positive
1099465317493944320,Dr. Jean Fan,Negative
1099442176952582145,Michael Hallek,Negative
1099413820328558593,Transcriptomes,Negative
1099390684241555458,CancerWallonia,Negative
1099388081562619905,Alan Skarbnik,Negative
1099382780532793345,CLL Society Inc.,Negative
1099365754624008192,CancerWallonia,Negative
1099361481081131009,Michele Nadeem-Baker,Negative
1099349640078610433,CLL Society Inc.,Positive
1099295488778665986,CLL Society Inc.,Positive
1099294519105908736,CLL Society Inc.,Negative
1099293374757199872,CLL Society Inc.,Negative
1099239968931753989,CLL Ireland,Negative
1099225890863673344,Nouf Al Marshdi,Negative
1099209095092023296,Sarah Jayne Liptrott,Positive
1099191044208500736,StressMarq,Negative
1099176086770933760,Clinical Practice,Negative
1099141829713428481,Targeted Oncology,Negative
1099051375747629063,Patient Power,Positive
1099048141284958209,CLL Society Inc.,Positive
1098941909140033536,Amy C. Cavers,Negative
1098930514382258176,Patient Power,Negative
1098888210116157440,Lymphoma Hub,Negative
1098872451637891074,Deyan Yosifov,Negative
1098871401203806208,Deyan Yosifov,Negative
1098774296153997312,CryptoLiveLeak,Negative
1098704248316014597,CLL Society Inc.,Negative
1098696394804789248,AbbVie US,Negative
1098687571285155841,Patient Power,Negative
1098652306525118464,Andrew Schorr,Negative
1098644523264163841,Sophie Baczynski,Negative
1098643554744889346,Journal of Clinical Pathways,Negative
1098633134093017088,Toby Eyre,Negative
1098568390082551808,Society for Immunotherapy of Cancer,Negative
1098510230655299590,Toby Eyre,Negative
1098408841912344576,Himanshu Joshi,Negative
1098377181540036608,Heather Swift Morrison,Negative
1098374275013197825,Cancer Health,Negative
1098367557617233920,Dr.Alberto Mussetti,Negative
1098366872314105859,Adriana Bello,Negative
1098366077212508161,Patrick J. Hanley 🧬,Negative
1098356748291846144,Fred Hutch,Negative
1098294898611142656,Andrew Schorr,Negative
1098275121226285056,Medivizor,Negative
1098268567005483008,Oncology Times,Negative
1098266488803336192,Kathleen D. Hoffman,Negative
1098250791947767810,CLL Society Inc.,Negative
1098235958661709824,CellworksLife,Negative
1098185345324277760,CLL Ireland,Negative
1098174301063315456,Dr Sylvia Benjamin,Negative
1098143980028678144,LymphomaAction,Negative
1098053658632163328,BR⚽️CK,Negative
1098043809051672581,CLL Society Inc.,Negative
1098032000361844736,COPD News,Negative
1098025043672645633,CLL Society Inc.,Positive
1097978521870311424,Cellero,Negative
1097977198575792128,Cellero,Negative
1097974320205189120,sarahpopopop18,Negative
1097964453033922572,Patient Power,Negative
1097951485541916672,VJHemOnc,Negative
1097934195836547075,OSU Psych Advising,Negative
1097932742380191744,Patient Power,Negative
1097924138147213318,CLL Society Inc.,Negative
1097920175624601600,Andrew Schorr,Negative
1097914599482015744,CLL Society Inc.,Positive
1097907436458033162,Oncology Times,Negative
1097868458656698368,Alliance for Clinical Trials in Oncology,Negative
1097835189164740609,MoJo,Positive
1097829422072238081,European Hematology Association,Negative
1097829356393676800,Pramod,Negative
1097813474573500417,Lymphoma Papers,Negative
1097813434215923712,Lymphoma Papers,Negative
1097811046973259776,CIB Margarita Salas (CSIC),Negative
1097796559272636417,Damian Bullimore,Negative
1097775550016483329,Daniela Hennrich,Negative
1097752913924030466,pressetext.com,Negative
1097752765114269698,Targeted Oncology,Negative
1097669345394782209,Cancer Frontline,Negative
1097599151246901248,VJHemOnc,Negative
1097571690102575111,Patient Power,Negative
1097511394185019398,CLL Society Inc.,Negative
1097509781936451585,CLL Society Inc.,Negative
1097509239671738369,CLL Society Inc.,Negative
1097495952997396480,CLL Warwick Uni,Negative
1097446512269950976,Sophie Baczynski,Negative
1097430887162101766,Research Results in Pharmacology,Negative
1097377941024067585,Onko Community,Negative
1097343607986708481,CLL Society Inc.,Negative
1097342213686587393,Jacqui Matthews,Negative
1097271344184639488,CLL Society Inc.,Negative
1097257658669776897,CLL Society Inc.,Negative
1097203078514855936,CLL Advocates Network,Negative
1097188879109623808,CLL Society Inc.,Negative
1097165102153957376,Patient Power,Negative
1097154211677130757,Minerva Vila,Positive
1097137110203682816,CLL Society Inc.,Negative
1097058163881402373,VJHemOnc,Negative
1096872629661810689,CLL Society Inc.,Negative
1096870595701211138,VJHemOnc,Negative
1096856826690392066,Kathleen D. Hoffman,Negative
1096828919121145856,CLL Society Inc.,Negative
1096786279222566914,CLL Warwick Uni,Negative
1096764072022953984,CLL Society Inc.,Positive
1096762532805656577,CLL Society Inc.,Negative
1096761552923959296,CLL Society Inc.,Negative
1096761071640166400,CLL Society Inc.,Negative
1096758960076611584,CLL Society Inc.,Negative
1096751509851770880,CLL Society Inc.,Negative
1096741417500725249,CLL Society Inc.,Negative
1096740005375066112,CLL Ireland,Negative
1096691048452116480,"Raul Cordoba, MD, PhD",Negative
1096690201060102145,"Raul Cordoba, MD, PhD",Negative
1096675936219680768,CancerWallonia,Negative
1096675613904171009,"Thilo J Zander, MD",Negative
1096609416504320003,Michele Nadeem-Baker,Negative
1096609125159432193,Frontiers Oncology,Negative
1096499738067812354,Oncology Times,Negative
1096484549129916416,Patient Power,Negative
1096469035296931841,Michelle Toman,Negative
1096461670342410240,ABG_INTL,Negative
1096423232046067712,Saad kenderian,Positive
1096422646097563648,Patient Power,Negative
1096406365592010752,Deyan Yosifov,Positive
1096346101295316994,Dr.Alberto Mussetti,Negative
1096317960560422914,JCM MDPI,Negative
1096272939333402629,Targeted Oncology,Negative
1096265744302698496,Biotech2050,Negative
1096246942064029696,伊勢麻男,Positive
1096187353952071683,Oncology Times,Negative
1096172594028601349,CLL_Fighters🎗,Negative
1096153612206649344,Medscape Education,Negative
1096144325602406401,Robert Z. Orlowski,Negative
1096141498649886721,Caprice Alexander-Perez,Negative
1096140560748998657,Robert Z. Orlowski,Negative
1096133050902171649,Robert Z. Orlowski,Negative
1096130731070369794,VJHemOnc,Negative
1096126464813158400,Michele Nadeem-Baker,Negative
1096098715335561216,"Mike Thompson, MD, PhD, FASCO",Negative
1096095585621430272,Treatment Scores,Negative
1096079459709603840,CLL Warwick Uni,Positive
1096068576350490629,"Raul Cordoba, MD, PhD",Negative
1096061583552376833,Patient Power,Negative
1096046746982072320,European Hematology Association,Negative
1096031542164549632,CellworksLife,Negative
1096016205817745408,CLL Warwick Uni,Negative
1096001573329735680,Lymphoma Papers,Negative
1095837964142284800,Medivizor,Negative
1095807022119960578,Jasmine Rockwell,Negative
1095798237531987968,Leukämiehilfe Rhein Main e.V.,Negative
1095792221562040320,Simón Veliz,Negative
1095791414288494610,Simón Veliz,Negative
1095791366435680274,Felix Keller,Negative
1095791271619244032,Simón Veliz,Negative
1095791070858960897,Simón Veliz,Negative
1095790955758792716,Simón Veliz,Negative
1095788548693872640,Patient Power,Negative
1095787453078745094,SwingTradeBot UK,Negative
1095783230819708937,Victor Norberto Cerasale Morteo,Negative
1095759896228835331,Society for Immunotherapy of Cancer,Negative
1095758777205301249,"Raul Cordoba, MD, PhD",Negative
1095746993115328512,Cégep de Lévis,Negative
1095717415546163200,Elisabet Backlund-k,Negative
1095710396357533696,Björn Nyberg,Negative
1095697911336308736,Patient Power,Negative
1095684284764037120,Nature Protocols,Negative
1095672333665107970,adam,Negative
1095669176314793984,Targeted Oncology,Negative
1095667843516063744,Patient Power,Negative
1095663415492788226,BloodCancerCure,Negative
1095657038477180928,Bioevents - Sharing Biomed Knowledge,Positive
1095640078569926657,EIN Presswire: Press Releases,Negative
1095638716620648449,CLL Warwick Uni,Negative
1095638663751499778,Cégep de Lévis,Negative
1095602237974499328,VJHemOnc,Negative
1095566173549211648,Research News24 💎,Negative
1095454677565689862,CLL_Fighters🎗,Negative
1095432427982520326,Patient Power,Negative
1095400921033523201,CURE Magazine,Negative
1095362156990816257,Toby Eyre,Negative
1095333438809268227,Graviola Finland,Negative
1095306587361689603,Patient Power,Negative
1095276331242278912,CLL Warwick Uni,Negative
1095270495505793024,HARMONY Alliance,Negative
1095227140424036352,Bioevents - Sharing Biomed Knowledge,Positive
1095155751688044545,"Robinson Ortiz, MD",Positive
1095093157769838593,Ori 💕 ⟭⟬⁷,Negative
1095089303800201217,Maria Angulo,Negative
1095083784259551233,RIOH,Negative
1095065121213300736,Targeted Oncology,Negative
1095060750605926400,SwingTradeBot UK,Negative
1095044332409839616,Andrew Schorr,Negative
1095036754405539840,Patient Empowerment Network,Negative
1095025058165202944,Walaa,Negative
1094994562056110081,Kathleen D. Hoffman,Negative
1094976541950382080,"Amber Koehler, PA-C",Negative
1094974623018614784,Patient Power,Negative
1094920431608442880,AplusA World,Negative
1094698908016492544,ImmunotherapyPapers,Negative
1094689982932021251,The Patient's Channel,Negative
1094676154848591873,VJHemOnc,Negative
1094642720436563968,ChemDiv,Negative
1094627149938651137,Ingentium Melanoma,Negative
1094574364941606915,Lymphoma Papers,Negative
1094574211702669312,Mycobacterium Papers,Negative
1094559617659621382,AGRESSOR,Negative
1094537725305389056,VJHemOnc,Negative
1094385460657307650,日本人向けUSMLE対策bot,Negative
1094326741521387520,"chadi nabhan MD, MBA, FACP",Negative
1094192303340548096,医学英単語bot,Negative
1094189504007757824,Lymphoma Papers,Negative
1094101815862403072,Medivizor,Negative
1094021069923647489,The Lion's Shed 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Negative
1094013309303558145,Henning,Negative
1094007602625671168,Cancer Papers,Negative
1094003714678013952,"Amber Koehler, PA-C",Negative
1093993934127165440,Himanshu Joshi,Negative
1093974949113536513,SwingTradeBot UK,Negative
1093959162181140486,Dr Katrina Farrell,Positive
1093931165650690048,Dr.Faten Yasin,Negative
1093926200744075264,CURE Magazine,Negative
1093917588298629122,UCI Health,Negative
1093915225395527680,gilbert c faure,Negative
1093909326031400960,Krishan Maggon,Negative
1093909228841037825,Memorial Sloan Kettering Cancer Center,Negative
1093906810220806144,Patient Empowerment Network,Negative
1093830750959370243,leukemia,Negative
1093811838217793536,CLL Ireland,Positive
1093796581021761536,CLL Warwick Uni,Negative
1093782958631198722,Europe PMC articles,Negative
1093688476870955008,Anubhav Srivastava,Negative
1093634997431472130,Michelle Collett,Negative
1093634401014034438,Medivizor,Negative
1093606595479719936,Andre Williams,Negative
1093601570497970177,VJHemOnc,Negative
1093600361724682241,The Oncologist,Negative
1093574448186298368,Danielle Ternyila,Negative
1093562112671186944,CLL Warwick Uni,Negative
1093555324357931014,Patient Power,Negative
1093502136753754112,CLL Warwick Uni,Negative
1093464887437770753,Lymphoma Papers,Negative
1093464742713274368,Medthority,Negative
1093435415347032065,CLL Warwick Uni,Negative
1093405736191868928,AIM Alerts!,Negative
1093268637706866688,The Oncologist,Negative
1093238278319411200,Oncology Times,Negative
1093233928964587523,CLL_Fighters🎗,Negative
1093232238085455872,Prof John,Negative
1093217360142651392,Jen Tiernay,Negative
1093214176259072000,Patient Worthy,Negative
1093210716931321856,Lampe & Company,Negative
1093210563906338816,CLL_Fighters🎗,Negative
1093176748785786882,TrialBulletin,Negative
1093163978073796608,Patient Power,Negative
1093160747675336704,Anastasia Turchetta,Negative
1093155093191557120,Nick,Positive
1093094582152282112,CIC bioGUNE,Negative
1093069832893931521,AplusA World,Negative
1093061758602887168,Medivizor,Negative
1093034148430782464,Irene Mangues,Negative
1092986655407988736,Shohta Kadomura Hospital Pharmacist,Negative
1092887169868410886,BIOCIENCIA,Negative
1092883129730326528,Blood Journal,Negative
1092873737270108161,@MyelomaTeacher - Cindy Chmielewski,Negative
1092863435925274624,Patient Empowerment Network,Negative
1092845679138013184,Blood Journal,Negative
1092822709476696065,Leukaemia Care,Negative
1092818397061107713,Medivizor,Negative
1092771312072880128,Kathleen D. Hoffman,Negative
1092750811287846914,Utbildning och IT på Kimitoön,Negative
1092749690217496577,CLL-seq,Negative
1092740175854223361,Lymphoma Papers,Negative
1092695072754319360,Cure Cancer,Negative
1092640036598755328,Michele Nadeem-Baker,Negative
1092637859951988736,guillotineka,Negative
1092557060217151488,Andrew Taylor,Negative
1092546599606239233,Medivizor,Negative
1092541666647597056,RIOH,Negative
1092520734277152770,VJHemOnc,Negative
1092506449673101312,M A L A N G 🔥♠️,Negative
1092492254055464960,Pharmacy Practice News,Negative
1092481714071441408,Orbis Biosciences,Negative
1092480950380974082,RIOH,Negative
1092473717882527750,"Amber Koehler, PA-C",Negative
1092438181872656384,BioAscend,Negative
1092437783401062402,Lorna Warwick,Negative
1092401769534185472,UKNEQASLI,Negative
1092367118719508482,CLLSA,Negative
1092365976094556161,Rohit Kadu,Negative
1092357663617368064,Prof John,Negative
1092337788933029888,Biotech2050,Negative
1092327218792071168,Heribert Playà-Albinyana,Negative
1092319292467466240,Andrew Schorr,Negative
1092316912216768513,CLL Ireland,Negative
1092310081457319936,BloodCancerCure,Negative
1092240249269424128,CryptoLiveLeak,Negative
1092238879191519233,Tanya Jordan,Negative
1092231418321752064,Medivizor,Negative
1092202381322928129,Medivizor,Negative
1092172123232182273,SpecialtyPTimes,Negative
1092134227196424193,gilbert c faure,Negative
1092108867314450433,Christopher DeBoever,Negative
1092107199961288709,Medscape Education,Negative
1092091857176330240,Broad Institute,Negative
1092085671756472320,Medivizor,Negative
1092041681891926017,Melin Gruffydd,Negative
1092033885586767872,Medivizor,Negative
1092007326154924032,CLL Ireland,Negative
1091927344762314752,Medivizor,Negative
1091864850920296448,Broad Institute,Negative
1091806314072817665,Mahmoud Aljurf,Negative
1091789348096430080,sganguly,Negative
1091788503950741504,The Oncologist,Negative
1091770428102754309,Malachy Chidera,Negative
1091760953023176704,CancerWallonia,Negative
1091737192806957056,OncLive SOSS,Negative
1091711661071917056,Patient Power,Negative
1091625813647216640,annemarie,Positive
1091619145148444673,CLL Ireland,Negative
1091561851488415744,The James,Negative
1091545204824387584,Michele Nadeem-Baker,Negative
1091525005115092997,Medivizor,Negative
1091489102321594369,Medivizor,Negative
1091470272916529154,Ron Grunsby,Negative
1091464977205071874,Oncology Times,Negative
1091456681475739654,The Oncologist,Negative
1091451374020096000,Blood-Cancer.com,Negative
1091451130486370304,Atrium Health Navicent,Negative
1091432774676946948,The Oncologist,Negative
1091382174664794112,Medscape Education,Negative
1091381003438960642,Patient Power,Negative
1091373633770004490,pnas_markov,Negative
1091371223911751681,ACCC,Negative
1091365834696654849,Federal Practitioner,Negative
1091363441728782339,Penn Medicine MD,Negative
1091360357845737473,ILLINOIS Social Work,Negative
1091322087380320257,AplusA World,Negative
1091306437828136962,National Cancer Institute,Negative
1091282564361453568,CLL Ireland,Negative
1091279840316219392,Krishan Maggon,Negative
1091188285739810816,StressMarq,Negative
1091184600640937984,InfocusRx Today,Negative
1091140287584456704,MDedge Hematology & Oncology,Negative
1091139929084710912,MDedge Hematology & Oncology,Negative
1091137029818191873,MDedge Hematology & Oncology,Negative
1091134340015292416,Rebecca Williams,Negative
1091133940495278085,MDedge Hematology & Oncology,Negative
1091131535816839175,The Oncologist,Negative
1091124456540508161,MDedge Hematology & Oncology,Negative
1091123805857173509,Taylor Lab UM,Negative
1091122175199924224,MDedge Hematology & Oncology,Negative
1091111758557822976,Leukemia & Lymphoma Society Research,Negative
1091077414720061440,Atrium Health Navicent,Negative
1091070339579293696,"Raul Cordoba, MD, PhD",Negative
1091069894827872256,"Raul Cordoba, MD, PhD",Negative
1091063729582678020,MDedge Hematology & Oncology,Negative
1091051007243681792,Oncology Times,Negative
1091049085497311232,Ravi A Madan M.D.,Negative
1091047282982731777,Patient Power,Negative
1091040017894592512,Dr. Rajan Chaudhari,Negative
1091019642817167368,IUOPA,Negative
1090982534765314048,Nature Reviews Disease Primers,Negative
1090917134795005956,Anna Perkins 💙,Negative
1090904525802754053,SysmexBNL,Negative
1090897476616417280,Local 12/WKRC-TV,Negative
1090887277855866880,Medicine For World,Negative
1090882069532758016,Oak Tree Primary School,Negative
1090794470608719873,Michele Nadeem-Baker,Negative
1090792963154665473,Michele Nadeem-Baker,Negative
1090791003689242624,Michele Nadeem-Baker,Positive
1090729621446946822,Atrium Health Navicent,Negative
1090712380424761344,SwingTradeBot UK,Negative
1090709167990587396,Anthony Mato,Negative
1090705014899830784,LLS Greater L.A.,Negative
1090701519039721472,Oncology Times,Negative
1090687153355612160,Zheng Zhao,Negative
1090678568189902854,MDEdge,Negative
1090673334407303169,ARTOS-INT,Negative
1090659695327674368,CURE Magazine,Negative
1090656068538171392,Patient Power,Negative
1090654774532415488,iwCLL,Negative
1090632378383589376,ArkansasLLS,Negative
1090624494044172289,Patient Power,Negative
1090617615477805056,Blood Cancer UK Research,Negative
1090614441966796800,Medicalnewser.com,Negative
1090608127735681024,Oncology Nursing News,Negative
1090579148395954182,The Patient's Channel,Negative
1090567941559443456,Sophia Kelly,Negative
1090565653294206976,Kathleen D. Hoffman,Negative
1090551273517170688,AplusA World,Negative
1090516434348920834,BloodCancerCure,Negative
1090433287661764608,Cristyan Quintero,Negative
1090427110978510848,Junaid Hussain,Negative
1090384096021434368,CellworksLife,Negative
1090381074604138497,KU Cancer Center,Negative
1090350167818145792,CLL Advocates Network,Negative
1090348376233791489,MAISA,Negative
1090347632051060738,"Raul Cordoba, MD, PhD",Negative
1090339025859330048,Society for Immunotherapy of Cancer,Negative
1090328306061332480,Medivizor,Negative
1090326223962759169,Bionest Partners,Negative
1090324976450879488,VJHemOnc,Negative
1090308172869500928,Coast To Coast Cures,Negative
1090296141474869248,Janssen Global,Negative
1090291074080432133,The Leukemia & Lymphoma Society,Negative
1090264599335657472,CURE Magazine,Negative
1090263404994949120,Patient Power,Negative
1090261855459655680,JanssenUS,Negative
1090253958998908928,MDedge Hematology & Oncology,Negative
1090248522165862400,The Leukemia & Lymphoma Society,Negative
1090233881813569536,Alvin,Negative
1090228735708663808,Lymphoma Hub,Negative
1090225062278500353,Oak Tree Primary School,Negative
1090225002069352448,CLL Advocates Network,Positive
1090196508060864515,Prof John,Negative
1090195399141441536,CLL Ireland,Negative
1090194772638269440,|transkript,Negative
1090171365028777984,pharmaphorum,Negative
1090132594296082433,CancerWallonia,Negative
1090124765153640449,FDA Daily,Negative
1090113720506900480,Jeff Karp (Pronouns: he/him/his),Negative
1090051957769887746,MPR,Negative
1090050648471527424,Advera Health,Positive
1090046617527316482,AJMC-Oncology,Negative
1090032815914151936,RJW,Negative
1090031700820733952,"Pharmacyclics, an AbbVie Company",Negative
1090011760780808195,JanssenUS,Negative
1090006497256505346,Cellero,Negative
1090001277822660608,JSF Group,Negative
1089997052615016450,Felix Keller,Negative
1089996142622982146,MDedge Hematology & Oncology,Negative
1089991646903758848,Lymphoma Research Foundation,Negative
1089990441653714945,MAISA,Negative
1089983180822724614,The Leukemia & Lymphoma Society - Policy Advocacy,Negative
1089982150311587845,JanssenUS,Negative
1089980005550092293,MDedge Hematology & Oncology,Negative
1089978177357840385,Dr. Leona Saunders,Negative
1089976553746907137,The Oncologist,Negative
1089970604319608837,Jaime Rosenberg,Negative
1089967596873621505,SpecialtyPTimes,Negative
1089955314219110402,cafepharma,Negative
1089951622573318144,Cégep de Lévis,Negative
1089950049453424651,Plexus Ventures,Negative
1089947591821938694,PRICENTRIC,Negative
1089942010876678144,AboveTustin ADSB bot,Negative
1089940549535260672,Jennifer Smith,Negative
1089934388928958465,Janssen Global,Negative
1089931736799199233,Rare Disease Report,Negative
1089930009144446976,Patient Power,Negative
1089922469488742400,JCM Compounding Knowledge,Negative
1089920250466816000,"Pharmacyclics, an AbbVie Company",Negative
1089919398939410432,Medivizor,Negative
1089917334834372608,Thiago Carvalho,Negative
1089916914355326976,Prof John,Negative
1089905736308740097,"Amber Koehler, PA-C",Negative
1089904543490600960,pocroncology,Negative
1089894866656452610,HemOnc Today,Negative
1089893791518085120,Targeted Oncology,Negative
1089887238341775361,JanssenUS,Negative
1089883439237656577,HSMN,Negative
1089871235343740929,Hottest Stocks Now,Negative
1089867941011775488,Claudio Lértora,Negative
1089866495453286400,Andrew Merron,Negative
1089865545128660994,HEDGE accordingly📈,Negative
1089865079137415168,HEDGE accordingly📈,Negative
1089863430352318464,Lymphoma Hub,Negative
1089862728938856448,RazzleTazzle,Negative
1089862691756408833,RazzleTazzle,Negative
1089862143652974592,"Pharmacyclics, an AbbVie Company",Negative
1089861441337856000,RazzleTazzle,Negative
1089859135762505733,LymphomaAction,Negative
1089857820655276034,Odi Bruckman,Negative
1089848059390033920,CLL Warwick Uni,Negative
1089842457771159552,CLLSA,Negative
1089659315756122112,CellworksLife,Negative
1089644733767606274,The Oncologist,Negative
1089630338157035520,Proyecto Lucha Libre,Negative
1089620832412930050,The Oncologist,Negative
1089584233243385858,Ana Barac,Positive
1089580434181275648,Halima,Negative
1089573219189882880,The Pepex Family,Negative
1089573151418257409,Thu Pepex,Negative
1089573087652311040,Thu Pepex,Negative
1089557645751697408,Human Immunology News,Negative
1089470597090955264,CLL Ireland,Negative
1089438030346235904,CancerWallonia,Negative
1089390823043665920,Medivizor,Negative
1089370800841383936,Mazen M,Negative
1089319690554523650,Kathleen D. Hoffman,Negative
1089269250060156929,CLL Advocates Network,Positive
1089225120806260739,Jennifer Kwan MD PhD,Positive
1089212621901819904,SpecialtyPTimes,Negative
1089196132746625024,Christy2x,Negative
1089191341194657795,MDEdge,Negative
1088957207994085378,The Oncologist,Negative
1088896819587878912,MDedge Hematology & Oncology,Negative
1088847973688184833,LymphomaAction,Negative
1088844073375539201,Patient Power,Negative
1088798770479939586,AplusA World,Negative
1088785055000944640,Mary Ellen Schneider,Negative
1088772925321297920,Molecular Oncology,Negative
1088636977564381184,Blood and Bone Marrow (BBM),Negative
1088598058965839874,CLL Ireland,Positive
1088559660859342853,Clinical Connection,Negative
1088550778283966467,CURE Magazine,Negative
1088549585335865345,Cégep de Lévis,Negative
1088545059371470848,Olga Crehan,Negative
1088542116031152128,Patient Power,Negative
1088541015164764160,Graham Collins,Negative
1088539530146271235,Graham Collins,Positive
1088538725221572608,MDedge Hematology & Oncology,Negative
1088462767626039297,CLL_Fighters🎗,Negative
1088451861131059200,Client-Pharma Ltd,Negative
1088445606169886720,Pathology Tweets,Negative
1088436306819063809,Amphia Ziekenhuis,Negative
1088285432893325317,"Amber Koehler, PA-C",Negative
1088272835435552769,Medivizor,Negative
1088224920503500800,MDEdge,Negative
1088186147912802306,Lars Mørland Knudsen,Negative
1088185241725034497,Olivier Lafleur,Negative
1088180782500405252,CryptoLiveLeak,Negative
1088179568077406217,MDedge Hematology & Oncology,Negative
1088174705520058375,Mary Ellen Schneider,Negative
1088169467702636547,"Amber Koehler, PA-C",Negative
1088164536677552129,The Oncologist,Negative
1088161977606787073,ASH Clinical News,Negative
1088134873943019520,Olivier Lafleur,Negative
1088119288240762885,Patient Power,Negative
1088103158763671552,@MyelomaTeacher - Cindy Chmielewski,Negative
1088061955858989057,Medivizor,Negative
1088054273940905984,Leigh Primary School,Negative
1088051302142222337,The Patient's Channel,Negative
1088043669846937602,UK Health Radio™,Negative
1087915331778162688,NCIC,Negative
1087900993193500674,Medivizor,Negative
1087893009532899332,Kathleen D. Hoffman,Negative
1087874933659762688,"Bichoy Gabra, R.Ph., Ph.D.",Negative
1087844476809289729,CLL Advocates Network,Positive
1087842421009010689,CLL Advocates Network,Negative
1087832809476100097,The Oncologist,Negative
1087826208165892107,SwingTradeBot UK,Negative
1087817285983789056,Journal of Clinical Pathways,Negative
1087816147704139777,Oncology Learning Network,Negative
1087800488769318913,patriciaridenour,Negative
1087788275589439490,Patient Power,Negative
1087777902282883077,Medivizor,Negative
1087772831960707073,Wiley Oncology & Hematology,Negative
1087769009582419970,Lymphomation.org,Negative
1087731449032261632,"chadi nabhan MD, MBA, FACP",Negative
1087721400482304003,Cégep de Lévis,Negative
1087703207843950592,The Oncologist,Negative
1087670629631954944,Prof John,Negative
1087642710654287873,Research News24 💎,Negative
1087613935539257344,Shweta Prakash,Negative
1087562251937157121,Medscape Education,Negative
1087531611929767936,Andrew Schorr,Negative
1087505165693931521,Michael Hallek,Negative
1087497155332329472,Robert Scott Bell,Negative
1087486867044483079,SwingTradeBot UK,Negative
1087470193029328896,"Amber Koehler, PA-C",Negative
1087437867620749315,Margaret Walker,Positive
1087428414309576704,Scholarships and Career Opportunities,Negative
1087427144958046208,Patient Power,Negative
1087385583192760320,SpecialtyPTimes,Negative
1087377846652321792,UMN DOM Research,Negative
1087362468123475969,Talbot Research Library & Media Services,Negative
1087361736737542145,Oncology Nursing News,Negative
1087302296894083072,Proactive,Positive
